consumerId,Alternative,Ambient,Blue,Blues,Classic,Country,Electronic/dance,Folk,Gospel,Heavy metal,Jazz,Pop,Rap/hip-hop,Rock,Soul/funk,Soundtrack
18262,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.273972602739726,0.0,0.6575342465753424,0.0136986301369863,0.0
20518,0.03076923076923077,0.0,0.0,0.13076923076923078,0.0,0.015384615384615385,0.038461538461538464,0.0,0.0,0.06153846153846154,0.03076923076923077,0.08461538461538462,0.015384615384615385,0.5923076923076923,0.0,0.0
66376,0.0,0.0,0.0,0.023529411764705882,0.0,0.011764705882352941,0.2823529411764706,0.0,0.0,0.058823529411764705,0.0,0.17647058823529413,0.023529411764705882,0.4,0.023529411764705882,0.0
131680,0.045454545454545456,0.0,0.0,0.03636363636363636,0.0,0.0,0.01818181818181818,0.0,0.0,0.2909090909090909,0.0,0.19090909090909092,0.00909090909090909,0.39090909090909093,0.01818181818181818,0.0
138526,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.9855072463768116,0.0,0.0
190059,0.0,0.0,0.0,0.0,0.0,0.0,0.03614457831325301,0.0,0.0,0.0,0.024096385542168676,0.08433734939759036,0.8192771084337349,0.012048192771084338,0.024096385542168676,0.0
211089,0.010638297872340425,0.0,0.0,0.0,0.010638297872340425,0.0,0.44680851063829785,0.0,0.0,0.0,0.010638297872340425,0.20212765957446807,0.010638297872340425,0.2765957446808511,0.031914893617021274,0.0
243467,0.07627118644067797,0.0,0.00847457627118644,0.0,0.0,0.0,0.03389830508474576,0.00847457627118644,0.0,0.2033898305084746,0.01694915254237288,0.0423728813559322,0.2796610169491525,0.3220338983050847,0.00847457627118644,0.0
398412,0.25,0.0,0.04,0.0,0.0,0.01,0.09,0.0,0.0,0.01,0.09,0.27,0.12,0.05,0.07,0.0
437039,0.11023622047244094,0.0,0.0,0.0,0.0,0.0,0.031496062992125984,0.0,0.0,0.14960629921259844,0.0,0.03937007874015748,0.10236220472440945,0.5669291338582677,0.0,0.0
459047,0.06818181818181818,0.0,0.011363636363636364,0.0,0.0,0.0,0.14772727272727273,0.0,0.0,0.0,0.011363636363636364,0.20454545454545456,0.022727272727272728,0.5113636363636364,0.022727272727272728,0.0
484751,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.08839779005524862,0.0,0.0,0.34806629834254144,0.0055248618784530384,0.011049723756906077,0.022099447513812154,0.5082872928176796,0.0055248618784530384,0.0
511133,0.038834951456310676,0.0,0.009708737864077669,0.0,0.0,0.0,0.17475728155339806,0.02912621359223301,0.0,0.0,0.05825242718446602,0.3592233009708738,0.22330097087378642,0.07766990291262135,0.02912621359223301,0.0
533230,0.043478260869565216,0.0,0.008695652173913044,0.0,0.0,0.0,0.1391304347826087,0.0,0.0,0.0,0.008695652173913044,0.5739130434782609,0.043478260869565216,0.14782608695652175,0.034782608695652174,0.0
577617,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.30357142857142855,0.0,0.0,0.0,0.5892857142857143,0.0,0.0
609919,0.0273972602739726,0.0,0.00684931506849315,0.0,0.0,0.00684931506849315,0.19863013698630136,0.0,0.0,0.0410958904109589,0.00684931506849315,0.3835616438356164,0.1643835616438356,0.1232876712328767,0.0410958904109589,0.0
