provider_id,recommender_id,profit,cycle,fee,clicks,shows,connected_recommenders,controlled,experiment_id,random_seed
2,popular_1_exp_0_seed_None,4025.1600000000008,1,810.0400000000001,5442,26584,1,general,0,
4,popular_1_exp_0_seed_None,430.97999999999996,1,86.42,578,2862,1,general,0,
3,popular_1_exp_0_seed_None,462.84000000000003,1,91.96000000000001,608,3116,1,general,0,
9,popular_1_exp_0_seed_None,2266.8900000000003,1,452.41,3008,15161,1,general,0,
1,popular_1_exp_0_seed_None,2344.32,1,463.68,3048,15888,1,niche,0,
7,popular_1_exp_0_seed_None,419.6400000000001,1,83.16,548,2836,1,general,0,
6,popular_1_exp_0_seed_None,424.11,1,85.59,577,2789,1,general,0,
8,popular_1_exp_0_seed_None,443.31000000000006,1,89.59,605,2909,1,general,0,
5,popular_1_exp_0_seed_None,2253.2700000000004,1,451.63,3019,14973,1,general,0,
10,popular_1_exp_0_seed_None,429.48,1,85.52000000000001,567,2882,1,general,0,
2,popular_1_exp_0_seed_None,4190.219999999999,2,839.1800000000001,5604,27878,1,general,0,
4,popular_1_exp_0_seed_None,399.39,2,80.11,536,2651,1,general,0,
3,popular_1_exp_0_seed_None,416.13,2,83.97,566,2737,1,general,0,
9,popular_1_exp_0_seed_None,2306.61,2,462.28999999999996,3090,15329,1,general,0,
1,popular_1_exp_0_seed_None,2287.38,2,455.22,3016,15362,1,niche,0,
7,popular_1_exp_0_seed_None,395.85,2,78.45,517,2675,1,general,0,
6,popular_1_exp_0_seed_None,403.4100000000001,2,80.89,541,2679,1,general,0,
8,popular_1_exp_0_seed_None,413.67,2,81.43,532,2823,1,general,0,
5,popular_1_exp_0_seed_None,2290.86,2,458.53999999999996,3060,15254,1,general,0,
10,popular_1_exp_0_seed_None,396.47999999999996,2,79.92,538,2612,1,general,0,
2,popular_1_exp_0_seed_None,4213.83,3,846.27,5671,27917,1,general,0,
4,popular_1_exp_0_seed_None,389.55000000000007,3,77.15,508,2635,1,general,0,
3,popular_1_exp_0_seed_None,397.53,3,78.97,522,2677,1,general,0,
9,popular_1_exp_0_seed_None,2308.83,3,462.87,3095,15337,1,general,0,
1,popular_1_exp_0_seed_None,2301.66,3,459.34000000000003,3054,15394,1,niche,0,
7,popular_1_exp_0_seed_None,377.67,3,73.23,469,2633,1,general,0,
6,popular_1_exp_0_seed_None,415.53,3,82.97,552,2777,1,general,0,
8,popular_1_exp_0_seed_None,396.09000000000003,3,78.81,522,2661,1,general,0,
5,popular_1_exp_0_seed_None,2293.3200000000006,3,458.28,3052,15308,1,general,0,
10,popular_1_exp_0_seed_None,405.99,3,82.11,555,2661,1,general,0,
