item_id,popularity
1219,0.04721142344497608
3081,0.03984748803827751
1407,0.03311901913875598
3499,0.033044258373205744
1994,0.029717404306220097
968,0.026726973684210526
2160,0.026614832535885168
1339,0.025119617224880382
3476,0.024932715311004786
2664,0.02347488038277512
3273,0.021568480861244018
196,0.02055921052631579
1982,0.018914473684210526
1644,0.01775568181818182
1717,0.017008074162679427
1347,0.016858552631578948
3016,0.01670903110047847
2713,0.01573714114832536
2648,0.015176435406698564
3826,0.015139055023923445
2901,0.012335526315789474
1974,0.011849581339712919
2338,0.011027212918660287
3917,0.010429126794258373
1969,0.010242224880382775
2517,0.010204844497607656
2668,0.010204844497607656
426,0.010055322966507177
1970,0.010017942583732058
3708,0.009980562200956937
1342,0.00979366028708134
3018,0.009270334928229665
2121,0.009158193779904306
1971,0.009046052631578948
1991,0.00893391148325359
2644,0.008896531100478468
2122,0.00870962918660287
2279,0.008447966507177034
1340,0.008074162679425838
1973,0.008036782296650717
1972,0.007476076555023923
1862,0.007401315789473684
1983,0.007289174641148325
407,0.0072144138755980865
2448,0.007064892344497607
891,0.00684061004784689
2377,0.00684061004784689
1995,0.00680322966507177
742,0.0065041866028708135
2328,0.006466806220095694
1975,0.006392045454545455
1977,0.006317284688995215
3918,0.006242523923444976
2789,0.006167763157894737
2902,0.006130382775119617
2787,0.006055622009569378
2026,0.0060182416267942586
3024,0.0060182416267942586
2900,0.0060182416267942586
332,0.0060182416267942586
3660,0.00586872009569378
2315,0.005494916267942584
2119,0.005494916267942584
177,0.005195873205741627
1992,0.004971590909090909
1985,0.004822069377990431
1623,0.004784688995215311
1986,0.004747308612440191
2514,0.004336124401913876
1978,0.004261363636363636
3709,0.004223983253588517
1998,0.004223983253588517
1979,0.004186602870813397
3840,0.004186602870813397
1996,0.004186602870813397
3627,0.003999700956937799
2782,0.003999700956937799
3923,0.00388755980861244
3017,0.00388755980861244
2327,0.0037380382775119617
1981,0.003700657894736842
2903,0.0036632775119617225
606,0.0034763755980861243
3908,0.003438995215311005
1980,0.003401614832535885
3837,0.003326854066985646
3919,0.0032520933014354068
3661,0.0030651913875598086
2651,0.0030651913875598086
2113,0.0029530502392344496
1655,0.0028782894736842104
3572,0.0028782894736842104
1355,0.0028782894736842104
2974,0.0025044856459330144
2649,0.0024297248803827752
2656,0.0023175837320574162
2461,0.0023175837320574162
3663,0.002168062200956938
1326,0.0020933014354066986
1336,0.002055921052631579
3664,0.0020185406698564595
1341,0.0019811602870813396
2647,0.00194377990430622
1988,0.0019063995215311005
1331,0.0018690191387559809
3839,0.001756877990430622
1323,0.0016073564593301435
2653,0.0015699760765550239
1105,0.0015699760765550239
2465,0.0015699760765550239
3838,0.0015699760765550239
2646,0.001457834928229665
2878,0.001270933014354067
1322,0.0011961722488038277
2992,0.0011587918660287081
3843,0.0011214114832535885
3942,0.0010466507177033493
220,0.0010466507177033493
3573,0.00097188995215311
3665,0.00097188995215311
3939,0.00097188995215311
2785,0.0009345095693779904
1325,0.0008597488038277512
1324,0.0008223684210526315
3941,0.0008223684210526315
3344,0.0007476076555023923
1168,0.0006728468899521532
3757,0.0006354665071770334
3490,0.0006354665071770334
1990,0.0005980861244019139
3351,0.0005607057416267943
3940,0.0005607057416267943
2854,0.00041118421052631577
2855,0.00037380382775119617
3026,0.0002990430622009569
2464,0.0002990430622009569
3666,0.0002242822966507177
3346,0.00018690191387559809
3762,0.00011214114832535885
3294,7.476076555023923e-05
