item_id,popularity
2858,0.003427283697707179
260,0.002990375011622571
1196,0.002989375220578899
1210,0.0028823975789060087
480,0.0026714416686912435
2028,0.002652445638861478
589,0.0026484464746867904
2571,0.0025894588031101498
1270,0.002582460265804447
593,0.0025774613105860873
1580,0.0025374696688392124
1198,0.0025134746837910875
608,0.0025124748927474157
2762,0.002458486176389135
110,0.002442489519690385
2396,0.002368504982458666
1197,0.0023175156392314005
527,0.0023035185646199945
1617,0.0022875219079212445
1265,0.0022775239974845256
1097,0.002268525878091479
2628,0.002249529848261713
2997,0.0022405317288686664
318,0.0022265346542572604
858,0.002222535490082573
356,0.0021935415498160883
2716,0.002180544266248354
296,0.0021705463558116356
1240,0.0020975616096235885
1,0.0020765659977064793
1214,0.00202357707239187
2916,0.0019955829231690578
457,0.0019945831321253856
3578,0.0019235979680246827
1200,0.001819619699482808
541,0.0017996238786093706
2987,0.0017986240875656988
1259,0.0017846270129542926
50,0.0017826274308669488
34,0.001750634117469449
2791,0.0017306382965960115
780,0.0017296385055523395
3175,0.0017276389234649958
1193,0.0017246395503339802
919,0.001717641013028277
924,0.0017156414309409333
1127,0.0017146416398972615
2355,0.001702644147373199
1387,0.0016966454011111678
1221,0.0016916464458928083
912,0.0016686512518883554
1036,0.0016656518787573397
1213,0.001656653759364293
1610,0.0016516548041459334
377,0.0016496552220585897
1291,0.0016276598190978085
2000,0.0016266600280541367
1136,0.0015986658788313243
3114,0.001584668804219918
1307,0.0015676723564774962
1704,0.0015476765356040587
1721,0.001545676953516715
1968,0.001538678416211012
648,0.0015266809236869495
2599,0.00152168196846859
3793,0.0015106842669881995
32,0.0015106842669881995
2174,0.0014946876102894496
2797,0.001490688446114762
2291,0.0014726922073286684
2918,0.0014726922073286684
3471,0.0014506968043678872
590,0.0014506968043678872
2959,0.0014506968043678872
1374,0.0014476974312368715
2683,0.0014337003566254653
1394,0.0014337003566254653
592,0.0014307009834944498
1784,0.0014237024461887465
1573,0.001420703073057731
1304,0.0014187034909703873
3418,0.0014167039088830435
223,0.001411704953664684
380,0.0013997074611406216
2706,0.0013887097596602311
1225,0.001381711222354528
1584,0.001381711222354528
1527,0.0013767122671361686
3481,0.0013727131029614812
1923,0.0013707135208741374
750,0.00136671435669945
2699,0.00136671435669945
39,0.0013617154014810904
21,0.0013557166552190592
1393,0.0013527172820880437
2804,0.0013517174910443717
588,0.0013507177000007
2406,0.0013447189537386687
1220,0.0013407197895639812
733,0.0013397199985203093
1230,0.001333721252258278
3176,0.0013307218791272623
1961,0.0013297220880835905
3751,0.0013287222970399185
1079,0.001325722923908903
908,0.0013147252224285123
3408,0.0013147252224285123
1073,0.0013127256403411686
3623,0.0013127256403411686
1356,0.001309726267210153
3527,0.0012967289836424186
2700,0.0012687348344196062
1219,0.001262736088157575
1247,0.0012607365060702312
1089,0.0012587369239828875
1544,0.0012547377598082
1222,0.0012537379687645282
150,0.0012507385956335125
111,0.001239740894153122
3753,0.001239740894153122
2710,0.0012367415210221063
2657,0.0012327423568474188
357,0.0012327423568474188
2985,0.0012287431926727313
1206,0.0012287431926727313
1094,0.0012287431926727313
2640,0.0012217446553670283
3147,0.0012217446553670283
2395,0.0012197450732796846
3421,0.0012067477897119501
1517,0.0012047482076246064
1641,0.0011987494613625751
1278,0.001192750715100544
1252,0.001184752386751169
367,0.0011787536404891377
1358,0.001176754058401794
1208,0.0011757542673581222
2100,0.0011627569837903877
1676,0.0011627569837903877
2529,0.001161757192746716
2011,0.0011577580285720285
2321,0.0011577580285720285
920,0.0011557584464846847
2324,0.0011517592823099972
2012,0.0011477601181353098
1090,0.0011427611629169503
47,0.001136762416654919
1500,0.0011357626256112473
1370,0.0011347628345675753
1954,0.001128764088305544
1673,0.0011277642972618723
2115,0.0011267645062182003
2194,0.0011267645062182003
1376,0.0011257647151745286
587,0.0011237651330871848
364,0.001120765759956169
3253,0.0011197659689124973
3671,0.0011187661778688253
1288,0.0011177663868251536
923,0.0011157668047378098
316,0.0011157668047378098
3160,0.001112767431606794
1242,0.0011117676405631223
1917,0.0011097680584757786
736,0.0011097680584757786
1294,0.001098770356995388
3255,0.001098770356995388
1732,0.0010967707749080441
3361,0.0010947711928207004
1396,0.001090772028646013
2763,0.0010887724465586692
1258,0.0010867728644713254
2302,0.0010857730734276537
3448,0.0010817739092529662
1653,0.0010767749540346067
1608,0.001075775162990935
1391,0.0010737755809035912
2692,0.0010717759988162474
2455,0.0010707762077725755
3702,0.0010657772525542162
3081,0.0010657772525542162
2268,0.0010607782973358567
595,0.001059778506292185
349,0.001058778715248513
969,0.0010567791331611693
3256,0.00105178017794281
904,0.0010497805958554663
1234,0.0010487808048117943
1674,0.0010457814316807788
597,0.0010457814316807788
2054,0.0010447816406371068
913,0.001042782058549763
2081,0.001034783730200388
3703,0.0010337839391567163
11,0.0010327841481130443
1377,0.0010307845660257006
2890,0.0010207866555889818
3755,0.0010127883272396069
1028,0.0010107887451522631
2001,0.0010107887451522631
2968,0.0010097889541085914
1101,0.0010097889541085914
2617,0.0010067895809775756
2407,0.0010057897899339039
1682,0.0010047899988902319
1233,0.0010007908347155444
1372,0.0010007908347155444
1266,0.000996791670540857
551,0.0009957918794971851
1909,0.0009957918794971851
3897,0.0009937922974098414
3363,0.000989793133235154
329,0.000989793133235154
1183,0.000988793342191482
3052,0.000988793342191482
2353,0.0009877935511478102
539,0.0009857939690604664
2006,0.0009827945959294507
3072,0.000981794804885779
25,0.0009797952227984352
2289,0.0009777956407110914
1408,0.0009747962675800757
474,0.0009717968944490601
2105,0.0009697973123617164
3552,0.0009667979392307007
1639,0.0009657981481870289
1552,0.0009538006556629664
788,0.0009478019094009352
440,0.0009478019094009352
2712,0.0009448025362699195
3108,0.0009448025362699195
1215,0.0009448025362699195
1282,0.0009428029541825758
6,0.0009398035810515602
1250,0.0009378039989642164
