userId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,0.0,0.058703164702616085,0.05893832397058456,0.061648316033478825,0.05943667791851413,0.058171557300229784,0.05725355624658041,0.0,0.06168536708360787,0.0581549065476362,0.06153475812743426,0.04867546084694659,0.0,0.06353892899366984,0.056914616867375374,0.059064819595771395,0.0566277587816681,0.05690023286594305,0.061648316033478825,0.06110323808446487
2,0.0,0.0723538688137234,0.07633223863973478,0.0,0.0,0.07096945440540443,0.06632698202863552,0.07265989726187812,0.07119845528497598,0.0,0.0,0.06787273796574356,0.06898755588402147,0.0,0.07265989726187812,0.07475837804922478,0.07157318399700217,0.06938102103164896,0.07475837804922478,0.07016795132690397
3,0.0,0.09619945390535564,0.09032622408797604,0.04556816237622109,0.04157552338706648,0.04480869300328407,0.05954239883826223,0.0,0.036910211524739084,0.08668077109787833,0.0,0.11898353509346618,0.0,0.05954239883826223,0.0,0.03858104414520053,0.12403887481691361,0.11566718549830787,0.04157552338706648,0.0
4,0.0,0.04920325888984289,0.0541321483621036,0.056422066269471646,0.05698993843835207,0.052488706423277895,0.05744916480742135,0.0,0.05447559312297935,0.057341238516218224,0.05875777108825919,0.05708626265325085,0.053204963405858605,0.060763581210269195,0.0563546652425144,0.05423026317228826,0.04456978084669689,0.05560782236139476,0.06393283675144884,0.05698993843835207
5,0.0,0.058041939535574905,0.0630253383845889,0.07703096913671977,0.07465326903228825,0.06160238258578957,0.06995486848346295,0.0,0.07120886100429329,0.07523955124981932,0.0,0.0,0.06922038714983378,0.0775236090556174,0.0,0.05470990226594005,0.058256909682002964,0.06384613348913239,0.06377447677365639,0.0619114021712799
6,0.0,0.055738863321432595,0.06070447366238692,0.06198390744917887,0.05471137735917926,0.05153091251376509,0.04995201870735163,0.0,0.05580721660157175,0.05364255939961835,0.04741747136181485,0.051589149947309,0.05968604033097054,0.06198390744917887,0.05681858182841396,0.05700975955949277,0.05249400255078189,0.055042879909719754,0.05554060589412692,0.05834627215370697
7,0.0,0.0524775007454537,0.053613858955559354,0.05922877496970459,0.05922877496970459,0.056513415658772576,0.057609151685059,0.0,0.05671469956118178,0.05238678407439563,0.056513415658772576,0.05897421003430472,0.04755735838606783,0.06122286696367029,0.05621642323413939,0.05223884611851631,0.05115164170691268,0.059313629948171215,0.06067130960363723,0.04836733772597653
8,0.0,0.07349920010095375,0.0758406972963945,0.0,0.0835795439592919,0.07213950976196531,0.07488255437622625,0.0,0.07890588754326758,0.07601267166668112,0.0,0.0,0.07996808218327311,0.0,0.0,0.07757055713868921,0.07601267166668112,0.07873780399583814,0.0797961078129865,0.07305471249775145
9,0.0,0.05905084165553017,0.06572615419050315,0.06675312534972976,0.06675312534972976,0.06793809207191431,0.0616182695535967,0.0,0.0654694114006965,0.0,0.0,0.05134855796133058,0.0616182695535967,0.0616182695535967,0.07394192346431604,0.05134855796133058,0.06367221187204992,0.05477179515875262,0.0616182695535967,0.06675312534972976
10,0.0,0.0722574655703794,0.07312963207971092,0.07714421130751861,0.07219476613191465,0.06594412753216877,0.061815411022968586,0.0,0.061312041917875246,0.06721480575999109,0.0,0.0,0.06380923007243174,0.06753440986744715,0.06274211565159231,0.06528177776829405,0.05393491143486157,0.06541500751431692,0.07027008636852915,0.0
11,0.0,0.07282583841075647,0.07224305092899456,0.0,0.0,0.07161822287145181,0.0737974261460344,0.0,0.08490249829071243,0.068160122759879,0.0,0.0,0.08357613914511478,0.0,0.08312367744827348,0.08395103597964045,0.07150070035279173,0.0750717060269344,0.08593078675112564,0.07329879488829093
12,0.0,0.09573345016376644,0.08526683355773731,0.08526683355773731,0.0,0.09084301378405281,0.08526683355773731,0.0,0.09686633107993624,0.09059037131425213,0.0,0.0,0.0,0.0,0.0,0.09532741762301529,0.09347771382626015,0.08824440552324558,0.09311679601225915,0.0
13,0.0,0.08121730621172982,0.08121730621172982,0.0,0.0,0.07529914591413091,0.07917742968362126,0.0,0.072097223321509,0.0725289432216378,0.0,0.08073162132408493,0.0,0.0,0.07781751199821556,0.0732844530468632,0.08073162132408493,0.07555098252253938,0.0725289432216378,0.07781751199821556
14,0.0,0.08458131469912067,0.0846956137730384,0.0,0.07818056655972776,0.0724370380953618,0.07298812291603657,0.0,0.08868569053525735,0.0,0.0,0.0,0.08572430543829798,0.0,0.0,0.08449967250346516,0.07972360405761712,0.081360158979621,0.09356195622122808,0.09356195622122808
15,0.0,0.05396056102057792,0.05721845217978615,0.05634986972392702,0.05292504345554751,0.06093450486557349,0.06308878351977516,0.0,0.06532201479481145,0.05341990720399305,0.0,0.06485137514594017,0.060224283745119234,0.051371570076727616,0.05666824360404583,0.06416635665248498,0.06017483469031604,0.05775810984975611,0.06862835720200802,0.05293773226961021
16,0.0,0.05382556941477832,0.06143382500716259,0.06028204217761188,0.061320268953544914,0.05726064003671301,0.05798038502361328,0.059162703934809074,0.05875155270619335,0.06248827407646958,0.06028204217761188,0.0565963371230496,0.05814069945224999,0.0,0.05801682012103072,0.05520888861339364,0.05897344384544628,0.05884268232915926,0.06143382500716259,0.0
17,0.0,0.05560557099955658,0.05498074218515733,0.055729278717843674,0.05590750170181661,0.056549570386560964,0.055281275060092096,0.053571732241277176,0.05646971749223186,0.05483397031600315,0.05375372935902836,0.0,0.055729278717843674,0.05501009655898818,0.05483397031600315,0.05402672503565514,0.054708165856728136,0.056808051956126926,0.05972280784855706,0.056477815250530014
18,0.0,0.05066497112616154,0.05140030630423756,0.05227907495549988,0.051009972571310444,0.049425685915897986,0.055218271537067036,0.05483750347476591,0.055364011801837615,0.05194009048805962,0.05325185173477643,0.04493648250299956,0.05284195847518837,0.05278417059089347,0.05673929949083853,0.05222467058497261,0.051661140793064046,0.05355574943826798,0.055820110609390156,0.05404467760477116
19,0.0,0.05770303489661466,0.059991194665647375,0.06006139565941547,0.05748656630451085,0.05759795007348167,0.06118650696201678,0.0,0.057372339246074565,0.06041927609521,0.06761767100288253,0.050785603915915634,0.0,0.0582945565494716,0.06387237339972404,0.058179032302798535,0.0548347400080753,0.055728416323418746,0.06347080467887074,0.05539853791587162
20,0.0,0.0414835774067363,0.05017977912653375,0.0641424767097885,0.057946228250879236,0.05411024321579946,0.048035948342127294,0.05481728296398847,0.05830004824228791,0.05603750817725984,0.04529999055863794,0.045529798350864695,0.06192430172359372,0.06735793320324421,0.04796657340025902,0.06282611073121322,0.0476060097390101,0.04131742925698435,0.0543104677993133,0.0408082928014786
21,0.05449083137943516,0.053352580141090566,0.05765652347986149,0.0520635779658096,0.05355046289052392,0.05062697567109188,0.05004099766525047,0.0,0.04804686754428734,0.05159281173434129,0.05300798973291421,0.03728698897562406,0.055567440763992386,0.05297919669123418,0.05720402184543691,0.051752874870589764,0.05327953790186197,0.05639117213031639,0.05385898407590142,0.05725016454043694
22,0.0,0.05645165380738541,0.05363473274627583,0.055180708031018856,0.059901995297660535,0.05337474934131399,0.051691022480188385,0.04601133158114228,0.05362438443301081,0.048289342485725445,0.06345887519910239,0.04860803957779521,0.03951956158950997,0.06345887519910239,0.05058231569510062,0.04281358780099441,0.04185076348762872,0.05688443847349423,0.05380145557110106,0.06086216720244946
23,0.0,0.05726068012955866,0.05470466208375486,0.06056587587844288,0.0,0.055088554449254895,0.05818025903569266,0.05667896567775504,0.05957714210740914,0.06113143159547418,0.059823226957088645,0.05832421867275518,0.056452743390942514,0.0,0.06441165475425571,0.05496173286422363,0.0637241740384878,0.06050222025661251,0.0580465822298489,0.06056587587844288
24,0.0,0.06564194351272873,0.06596086800731035,0.06872044381121392,0.06872044381121392,0.0654455663829942,0.06811109712924358,0.0,0.06831175631606663,0.06729526567115535,0.0,0.06315835040138042,0.06850096348974594,0.0,0.0664794342130671,0.06650600288356058,0.06452630254349392,0.06614212761375839,0.0664794342130671,0.0
25,0.0,0.07584935242071275,0.07479079999830883,0.07591042275277451,0.07591042275277451,0.07758985688447308,0.07819445317188455,0.0,0.07906259143073181,0.0,0.0,0.0,0.07758985688447308,0.0,0.07658219640545394,0.07758985688447308,0.07479079999830883,0.07725397005813336,0.07888542035749768,0.0
26,0.0,0.08976976149254504,0.083309646244089,0.0,0.0907000180883227,0.09372335202460012,0.09984754128013644,0.0,0.09283960825861133,0.0,0.0,0.0,0.0907000180883227,0.0,0.0,0.0904209411095894,0.08325796532210135,0.09473113000335925,0.0907000180883227,0.0
27,0.0,0.05699931816063364,0.05892346682895085,0.05433622070229319,0.05647568490033344,0.05722915185691454,0.05625575094067276,0.0,0.06458682471375053,0.056531537339135546,0.0,0.04577119345335003,0.061467646437045845,0.05949507253617639,0.0661887356310699,0.06918031690253068,0.05699931816063364,0.05686880936228822,0.057927891892831596,0.06476306018138937
