userId,movieId,rating,timestamp,title,provider
1,1,4.0,964982703,Toy Story (1995),Pixar Animation Studios
1,3,4.0,964981247,Grumpier Old Men (1995),Warner Bros.
1,6,4.0,964982224,Heat (1995),Regency Enterprises
1,47,5.0,964983815,Seven (a.k.a. Se7en) (1995),New Line Cinema
1,50,5.0,964982931,"Usual Suspects, The (1995)",Blue Parrot Productions
1,70,3.0,964982400,From Dusk Till Dawn (1996),A Band Apart
1,101,5.0,964980868,Bottle Rocket (1996),Gracie Films
1,110,4.0,964982176,Braveheart (1995),Icon Entertainment International
1,151,5.0,964984041,Rob Roy (1995),United Artists
1,157,5.0,964984100,Canadian Bacon (1995),PolyGram Filmed Entertainment
1,163,5.0,964983650,Desperado (1995),Columbia Pictures
1,216,5.0,964981208,Billy Madison (1995),Jack Giarraputo Productions
1,223,3.0,964980985,Clerks (1994),Miramax Films
1,231,5.0,964981179,Dumb & Dumber (Dumb and Dumber) (1994),New Line Cinema
1,235,4.0,964980908,Ed Wood (1994),Touchstone Pictures
1,260,5.0,964981680,Star Wars: Episode IV - A New Hope (1977),Lucasfilm
1,296,3.0,964982967,Pulp Fiction (1994),Miramax Films
1,316,3.0,964982310,Stargate (1994),Centropolis Entertainment
1,333,5.0,964981179,Tommy Boy (1995),Paramount Pictures
1,349,4.0,964982563,Clear and Present Danger (1994),Paramount Pictures
1,356,4.0,964980962,Forrest Gump (1994),Paramount Pictures
1,362,5.0,964982588,"Jungle Book, The (1994)",Walt Disney Pictures
1,367,4.0,964981710,"Mask, The (1994)",New Line Cinema
1,423,3.0,964982363,Blown Away (1994),Trilogy Entertainment Group
1,441,4.0,964980868,Dazed and Confused (1993),Gramercy Pictures
1,457,5.0,964981909,"Fugitive, The (1993)",Warner Bros.
1,480,4.0,964982346,Jurassic Park (1993),Universal Pictures
1,500,3.0,964981208,Mrs. Doubtfire (1993),Twentieth Century Fox Film Corporation
1,527,5.0,964984002,Schindler's List (1993),Universal Pictures
1,543,4.0,964981179,So I Married an Axe Murderer (1993),TriStar Pictures
1,552,4.0,964982653,"Three Musketeers, The (1993)",Walt Disney Pictures
1,553,5.0,964984153,Tombstone (1993),Hollywood Pictures
1,590,4.0,964982546,Dances with Wolves (1990),Tig Productions
1,592,4.0,964982271,Batman (1989),PolyGram Filmed Entertainment
1,593,4.0,964983793,"Silence of the Lambs, The (1991)",Orion Pictures
1,596,5.0,964982838,Pinocchio (1940),RKO Radio Pictures
1,608,5.0,964982931,Fargo (1996),PolyGram Filmed Entertainment
1,648,3.0,964982563,Mission: Impossible (1996),Paramount Pictures
1,661,5.0,964982838,James and the Giant Peach (1996),Walt Disney Pictures
1,673,3.0,964981775,Space Jam (1996),Warner Bros. Family Entertainment
1,733,4.0,964982400,"Rock, The (1996)",Hollywood Pictures
1,736,3.0,964982653,Twister (1996),Universal Pictures
1,780,3.0,964984086,Independence Day (a.k.a. ID4) (1996),Twentieth Century Fox Film Corporation
1,804,4.0,964980499,She's the One (1996),Fox Searchlight Pictures
1,919,5.0,964982475,"Wizard of Oz, The (1939)",Loew's Incorporated
1,923,5.0,964981529,Citizen Kane (1941),RKO Radio Pictures
1,940,5.0,964982176,"Adventures of Robin Hood, The (1938)",Warner Bros.
1,943,4.0,964983614,"Ghost and Mrs. Muir, The (1947)",Twentieth Century Fox Film Corporation
1,954,5.0,964983219,Mr. Smith Goes to Washington (1939),Columbia Pictures
1,1009,3.0,964981775,Escape to Witch Mountain (1975),Walt Disney Productions
1,1023,5.0,964982681,Winnie the Pooh and the Blustery Day (1968),Walt Disney Productions
1,1024,5.0,964982876,"Three Caballeros, The (1945)",Walt Disney Pictures
1,1025,5.0,964982791,"Sword in the Stone, The (1963)",Walt Disney Productions
1,1029,5.0,964982855,Dumbo (1941),RKO Radio Pictures
1,1030,3.0,964982903,Pete's Dragon (1977),Walt Disney Productions
1,1031,5.0,964982653,Bedknobs and Broomsticks (1971),Walt Disney Productions
1,1032,5.0,964982791,Alice in Wonderland (1951),RKO Radio Pictures
1,1042,4.0,964981179,That Thing You Do! (1996),Twentieth Century Fox Film Corporation
1,1049,5.0,964982400,"Ghost and the Darkness, The (1996)",Constellation Films
1,1060,4.0,964980924,Swingers (1996),Miramax Films
1,1073,5.0,964981680,Willy Wonka & the Chocolate Factory (1971),Paramount Pictures
1,1080,5.0,964981327,Monty Python's Life of Brian (1979),HandMade Films
1,1089,5.0,964982951,Reservoir Dogs (1992),Live Entertainment
1,1090,4.0,964984018,Platoon (1986),Orion Pictures
1,1092,5.0,964983484,Basic Instinct (1992),TriStar Pictures
1,1097,5.0,964981680,E.T. the Extra-Terrestrial (1982),Universal Pictures
1,1127,4.0,964982513,"Abyss, The (1989)",Twentieth Century Fox Film Corporation
1,1136,5.0,964981327,Monty Python and the Holy Grail (1975),Python (Monty) Pictures Limited
1,1196,5.0,964981827,Star Wars: Episode V - The Empire Strikes Back (1980),Lucasfilm
1,1197,5.0,964981872,"Princess Bride, The (1987)",Act III Communications
1,1198,5.0,964981827,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Lucasfilm
1,1206,5.0,964983737,"Clockwork Orange, A (1971)",Hawk Films
1,1208,4.0,964983250,Apocalypse Now (1979),United Artists
1,1210,5.0,964980499,Star Wars: Episode VI - Return of the Jedi (1983),Lucasfilm
1,1213,5.0,964982951,Goodfellas (1990),Winkler Films
1,1214,4.0,964981855,Alien (1979),Twentieth Century Fox Film Corporation
1,1219,2.0,964983393,Psycho (1960),Paramount Pictures
1,1220,5.0,964981909,"Blues Brothers, The (1980)",Universal Pictures
1,1222,5.0,964981909,Full Metal Jacket (1987),Stanley Kubrick Productions
1,1224,5.0,964984018,Henry V (1989),BBC Films
1,1226,5.0,964983618,"Quiet Man, The (1952)",Republic Pictures
1,1240,5.0,964983723,"Terminator, The (1984)",Orion Pictures
1,1256,5.0,964981442,Duck Soup (1933),Paramount Pictures
1,1258,3.0,964983414,"Shining, The (1980)",Hawk Films
1,1265,4.0,964983599,Groundhog Day (1993),Columbia Pictures
1,1270,5.0,964983705,Back to the Future (1985),Universal Pictures
1,1275,5.0,964982290,Highlander (1986),Davis-Panzer Productions
1,1278,5.0,964983414,Young Frankenstein (1974),Twentieth Century Fox Film Corporation
1,1282,5.0,964982703,Fantasia (1940),Walt Disney Pictures
1,1291,5.0,964981909,Indiana Jones and the Last Crusade (1989),Lucasfilm
1,1298,5.0,964984086,Pink Floyd: The Wall (1982),Goldcrest Films International
1,1348,4.0,964983393,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Jofa Atelier
1,1377,3.0,964982653,Batman Returns (1992),PolyGram Filmed Entertainment
1,1396,3.0,964983017,Sneakers (1992),Universal Pictures
1,1408,3.0,964982310,"Last of the Mohicans, The (1992)",Morgan Creek Productions
1,1445,3.0,964984112,McHale's Navy (1997),Universal Pictures
1,1473,4.0,964980875,Best Men (1997),Orion Pictures
1,1500,4.0,964980985,Grosse Pointe Blank (1997),Caravan Pictures
1,1517,5.0,964981107,Austin Powers: International Man of Mystery (1997),New Line Cinema
1,1552,4.0,964982620,Con Air (1997),Jerry Bruckheimer Films
1,1573,5.0,964982290,Face/Off (1997),Paramount Pictures
1,1580,3.0,964981125,Men in Black (a.k.a. MIB) (1997),Amblin Entertainment
1,1587,5.0,964982346,Conan the Barbarian (1982),Universal Pictures
1,1617,5.0,964982951,L.A. Confidential (1997),Regency Enterprises
